store_name,street,city,state,zip,landline,mobile,website,date,location,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,Population,Zip,County,AverageMbps,FastestAverageMbps
Trader Joe's Huntington Beach - Brookhurst (241),21431 Brookhurst St,Huntington Beach,CA,92646,714-968-4070,714-968-4070,https://locations.traderjoes.com/ca/huntington-beach/241/,2021-07-10,California,62.46,50.93,55224.0,92646,Orange,139.93,328.69
Trader Joe's Carlsbad (220),2629 Gateway Rd,Carlsbad,CA,92009,760-603-8473,760-603-8473,https://locations.traderjoes.com/ca/carlsbad/220/,2021-07-10,California,62.46,50.93,40747.0,92009,San Diego,108.27,229.48
Trader Joe's Santa Monica (6),3212 Pico Blvd,Santa Monica,CA,90405,310-581-0253,310-581-0253,https://locations.traderjoes.com/ca/santa-monica/6/,2021-07-10,California,62.46,50.93,27186.0,90405,Los Angeles,144.63,294.96
Trader Joe's San Mateo - Hillsdale (245),45 W Hillsdale Blvd,San Mateo,CA,94403,650-286-1509,650-286-1509,https://locations.traderjoes.com/ca/san-mateo/245/,2021-07-10,California,62.46,50.93,39642.0,94403,San Mateo,112.66,270.57
Trader Joe's Daly City (74),417 Westlake Center,Daly City,CA,94015,650-755-3825,650-755-3825,https://locations.traderjoes.com/ca/daly-city/74/,2021-07-10,California,62.46,50.93,60927.0,94015,San Mateo,110.14,271.39
Trader Joe's Los Altos (127),2310 Homestead Rd,Los Altos,CA,94024,408-245-1917,408-245-1917,https://locations.traderjoes.com/ca/los-altos/127/,2021-07-10,California,62.46,50.93,22385.0,94024,Santa Clara,93.4,270.47
Trader Joe's Granada Hills (44),11114 Balboa Blvd,Granada Hills,CA,91344,818-368-6461,818-368-6461,https://locations.traderjoes.com/ca/granada-hills/44/,2021-07-10,California,62.46,50.93,51747.0,91344,Los Angeles,92.5,224.92
Trader Joe's San Diego - Carmel Mtn Ranch (23),11955 Carmel Mountain Rd,San Diego,CA,92128,858-673-0526,858-673-0526,https://locations.traderjoes.com/ca/san-diego/23/,2021-07-10,California,62.46,50.93,47490.0,92128,San Diego,91.89,225.47
Trader Joe's Bakersfield (14),8200 Stockdale Hwy,Bakersfield,CA,93311,661-837-8863,661-837-8863,https://locations.traderjoes.com/ca/bakersfield/14/,2021-07-10,California,62.46,50.93,40829.0,93311,Kern,56.24,166.86
Trader Joe's Los Gatos (181),15466 Los Gatos Blvd,Los Gatos,CA,95032,408-356-2324,408-356-2324,https://locations.traderjoes.com/ca/los-gatos/181/,2021-07-10,California,62.46,50.93,25089.0,95032,Santa Clara,111.04,295.43
Trader Joe's San Dimas (28),856 W Arrow Hwy,San Dimas,CA,91773,909-305-4757,909-305-4757,https://locations.traderjoes.com/ca/san-dimas/28/,2021-07-10,California,62.46,50.93,33119.0,91773,Los Angeles,119.77,297.61
Trader Joe's San Diego - Pacific Beach (21),1640 Garnet Ave,San Diego,CA,92109,858-581-9101,858-581-9101,https://locations.traderjoes.com/ca/san-diego/21/,2021-07-10,California,62.46,50.93,45787.0,92109,San Diego,118.15,272.15
Trader Joe's San Francisco - Nob Hill (200),1095 Hyde St,San Francisco,CA,94109,415-292-7665,415-292-7665,https://locations.traderjoes.com/ca/san-francisco/200/,2021-07-10,California,62.46,50.93,55984.0,94109,San Francisco,130.41,317.06
Trader Joe's Hollywood (206),1600 N Vine St,Los Angeles,CA,90028,323-856-0689,323-856-0689,https://locations.traderjoes.com/ca/los-angeles/206/,2021-07-10,California,62.46,50.93,28714.0,90028,Los Angeles,117.61,328.98
Trader Joe's Davis (182),885 Russell Blvd,Davis,CA,95616,530-757-2693,530-757-2693,https://locations.traderjoes.com/ca/davis/182/,2021-07-10,California,62.46,50.93,47032.0,95616,Yolo,68.45,190.76
Trader Joe's Simi Valley (30),2975-A Cochran St,Simi Valley,CA,93065,805-520-3135,805-520-3135,https://locations.traderjoes.com/ca/simi-valley/30/,2021-07-10,California,62.46,50.93,72508.0,93065,Ventura,116.97,289.99
Trader Joe's Westchester (33),8645 S Sepulveda,Westchester,CA,90045,310-338-9238,310-338-9238,https://locations.traderjoes.com/ca/westchester/33/,2021-07-10,California,62.46,50.93,39480.0,90045,Los Angeles,100.08,231.62
Trader Joe's La Canada (42),475 Foothill Blvd,La Canada,CA,91011,818-790-6373,818-790-6373,https://locations.traderjoes.com/ca/la-canada/42/,2021-07-10,California,62.46,50.93,20280.0,91011,Los Angeles,95.46,208.21
Trader Joe's Rancho Palos Verdes - S. Western Ave. (57),28901 S Western Ave,Rancho Palos Verdes,CA,90275,310-832-1241,310-832-1241,https://locations.traderjoes.com/ca/rancho-palos-verdes/57/,2021-07-10,California,62.46,50.93,41804.0,90275,Los Angeles,128.07,304.2
Trader Joe's Rancho Palos Verdes (233),31176 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,310-544-1727,310-544-1727,https://locations.traderjoes.com/ca/rancho-palos-verdes/233/,2021-07-10,California,62.46,50.93,41804.0,90275,Los Angeles,128.07,304.2
Trader Joe's Chatsworth (184),10330 Mason Ave,Chatsworth,CA,91311,818-341-3010,818-341-3010,https://locations.traderjoes.com/ca/chatsworth/184/,2021-07-10,California,62.46,50.93,36557.0,91311,Los Angeles,92.87,227.72
Trader Joe's Rancho Santa Margarita (27),30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,949-888-3640,949-888-3640,https://locations.traderjoes.com/ca/rancho-santa-margarita/27/,2021-07-10,California,62.46,50.93,43792.0,92688,Orange,100.44,224.62
Trader Joe's Napa (128),3654 Bel Aire Plaza,Napa,CA,94558,707-256-0806,707-256-0806,https://locations.traderjoes.com/ca/napa/128/,2021-07-10,California,62.46,50.93,66830.0,94558,Napa,91.08,250.3
Trader Joe's San Clemente (16),638 Camino de Los Mares,San Clemente,CA,92673,949-240-9996,949-240-9996,https://locations.traderjoes.com/ca/san-clemente/16/,2021-07-10,California,62.46,50.93,29309.0,92673,Orange,146.22,298.98
Trader Joe's Woodland Hills (209),21055 Ventura Blvd,Woodland Hills,CA,91364,818-712-9475,818-712-9475,https://locations.traderjoes.com/ca/woodland-hills/209/,2021-07-10,California,62.46,50.93,25851.0,91364,Los Angeles,123.2,250.58
Trader Joe's Pacific Grove (79),1170 Forest Ave,Pacific Grove,CA,93950,831-656-0180,831-656-0180,https://locations.traderjoes.com/ca/pacific-grove/79/,2021-07-10,California,62.46,50.93,15046.0,93950,Monterey,128.79,292.6
Trader Joe's San Francisco (100),3 Masonic Ave,San Francisco,CA,94118,415-346-9964,415-346-9964,https://locations.traderjoes.com/ca/san-francisco/100/,2021-07-10,California,62.46,50.93,38319.0,94118,San Francisco,116.34,312.25
Trader Joe's Oceanside (22),2570 Vista Way,Oceanside,CA,92054,760-433-9994,760-433-9994,https://locations.traderjoes.com/ca/oceanside/22/,2021-07-10,California,62.46,50.93,40375.0,92054,San Diego,80.43,210.19
Trader Joe's Long Beach - Bixby Knolls (116),4210 Long Beach Blvd,Long Beach,CA,90807,562-422-1020,562-422-1020,https://locations.traderjoes.com/ca/long-beach/116/,2021-07-10,California,62.46,50.93,31481.0,90807,Los Angeles,109.33,278.96
Trader Joe's West Hollywood (173),8611 Santa Monica Blvd,West Hollywood,CA,90069,310-657-0152,310-657-0152,https://locations.traderjoes.com/ca/west-hollywood/173/,2021-07-10,California,62.46,50.93,20483.0,90069,Los Angeles,109.26,281.41
Trader Joe's Oakland - Rockridge (231),5727 College Ave,Oakland,CA,94618,510-923-9428,510-923-9428,https://locations.traderjoes.com/ca/oakland/231/,2021-07-10,California,62.46,50.93,16046.0,94618,Alameda,89.04,213.03
Trader Joe's Arroyo Grande (117),955 Rancho Pkwy,Arroyo Grande,CA,93420,805-474-6114,805-474-6114,https://locations.traderjoes.com/ca/arroyo-grande/117/,2021-07-10,California,62.46,50.93,28413.0,93420,San Luis Obispo,68.63,112.85
Trader Joe's Chino Hills (216),13911 Peyton Drive,Chino Hills,CA,91709,909-627-1404,909-627-1404,https://locations.traderjoes.com/ca/chino-hills/216/,2021-07-10,California,62.46,50.93,74796.0,91709,San Bernardino,77.04,216.97
Trader Joe's San Jose - Coleman Ave (212),635 Coleman Ave,San Jose,CA,95110,408-298-9731,408-298-9731,https://locations.traderjoes.com/ca/san-jose/212/,2021-07-10,California,62.46,50.93,18730.0,95110,Santa Clara,126.89,321.56
Trader Joe's Fair Oaks (71),5309 Sunrise Blvd,Fair Oaks,CA,95628,916-863-1744,916-863-1744,https://locations.traderjoes.com/ca/fair-oaks/71/,2021-07-10,California,62.46,50.93,40196.0,95628,Sacramento,64.75,186.12
Trader Joe's Mission Valley (222),1072 Camino Del Rio North,San Diego,CA,92108,619-297-0749,619-297-0749,https://locations.traderjoes.com/ca/san-diego/222/,2021-07-10,California,62.46,50.93,18858.0,92108,San Diego,132.2,259.88
Trader Joe's Palmdale (185),39507 10th St W,Palmdale,CA,93551,661-947-2890,661-947-2890,https://locations.traderjoes.com/ca/palmdale/185/,2021-07-10,California,62.46,50.93,50798.0,93551,Los Angeles,109.99,242.78
Trader Joe's Eagle Rock (55),1566 Colorado Blvd,Eagle Rock,CA,90041,323-257-6422,323-257-6422,https://locations.traderjoes.com/ca/eagle-rock/55/,2021-07-10,California,62.46,50.93,27425.0,90041,Los Angeles,79.45,221.87
Trader Joe's Hermosa Beach (248),1100 Pacific Coast Hwy,Hermosa Beach,CA,90254,310-318-1767,310-318-1767,https://locations.traderjoes.com/ca/hermosa-beach/248/,2021-07-10,California,62.46,50.93,19506.0,90254,Los Angeles,149.27,380.76
Trader Joe's Encinitas (25),115 N El Camino Real,Encinitas,CA,92024,760-634-2114,760-634-2114,https://locations.traderjoes.com/ca/encinitas/25/,2021-07-10,California,62.46,50.93,49121.0,92024,San Diego,102.35,243.59
Trader Joe's Marina Del Rey (205),4675 Admiralty Way,Marina Del Rey,CA,90292,310-301-4461,310-301-4461,https://locations.traderjoes.com/ca/marina-del-rey/205/,2021-07-10,California,62.46,50.93,21576.0,90292,Los Angeles,127.04,275.03
Trader Joe's Roseville (80),1117 Roseville Square,Roseville,CA,95678,916-784-9084,916-784-9084,https://locations.traderjoes.com/ca/roseville/80/,2021-07-10,California,62.46,50.93,41192.0,95678,Placer,54.89,107.92
Trader Joe's Alameda (109),2217 South Shore Center,Alameda,CA,94501,510-769-5450,510-769-5450,https://locations.traderjoes.com/ca/alameda/109/,2021-07-10,California,62.46,50.93,60212.0,94501,Alameda,102.28,272.71
Trader Joe's Capitola (64),3555 Clares St #D,Capitola,CA,95010,831-464-0115,831-464-0115,https://locations.traderjoes.com/ca/capitola/64/,2021-07-10,California,62.46,50.93,9137.0,95010,Santa Cruz,132.58,379.75
Trader Joe's Temecula (102),40665 Winchester Rd,Temecula,CA,92591,951-296-9964,951-296-9964,https://locations.traderjoes.com/ca/temecula/102/,2021-07-10,California,62.46,50.93,38272.0,92591,Riverside,97.48,228.96
Trader Joe's Culver City (251),6150 Slauson Ave,Culver City,CA,90230,310-313-0441,310-313-0441,https://locations.traderjoes.com/ca/culver-city/251/,2021-07-10,California,62.46,50.93,31766.0,90230,Los Angeles,107.54,231.73
Trader Joe's San Juan Capistrano (249),32151 Camino Capistrano,San Juan Capistrano,CA,92675,949-496-4150,949-496-4150,https://locations.traderjoes.com/ca/san-juan-capistrano/249/,2021-07-10,California,62.46,50.93,34731.0,92675,Orange,103.88,224.1
Trader Joe's Glendale (53),103 E Glenoaks Blvd,Glendale,CA,91207,818-507-8192,818-507-8192,https://locations.traderjoes.com/ca/glendale/53/,2021-07-10,California,62.46,50.93,10506.0,91207,Los Angeles,55.58,117.89
Trader Joe's Danville (65),85 Railroad Ave,Danville,CA,94526,925-838-5757,925-838-5757,https://locations.traderjoes.com/ca/danville/65/,2021-07-10,California,62.46,50.93,31102.0,94526,Contra Costa,199.52,719.98
Trader Joe's Long Beach - Bellflower Blvd (194),2222 North Bellflower Blvd,Long Beach,CA,90815,562-596-2514,562-596-2514,https://locations.traderjoes.com/ca/long-beach/194/,2021-07-10,California,62.46,50.93,39733.0,90815,Los Angeles,94.43,215.62
Trader Joe's San Francisco - Stonestown (236),265 Winston Dr,San Francisco,CA,94132,415-665-1835,415-665-1835,https://locations.traderjoes.com/ca/san-francisco/236/,2021-07-10,California,62.46,50.93,28129.0,94132,San Francisco,69.26,187.7
Trader Joe's San Rafael (61),337 3rd St,San Rafael,CA,94901,415-454-9530,415-454-9530,https://locations.traderjoes.com/ca/san-rafael/61/,2021-07-10,California,62.46,50.93,41157.0,94901,Marin,121.19,312.01
Trader Joe's Toluca Lake (54),10130 Riverside Dr,Toluca Lake,CA,91602,818-762-2787,818-762-2787,https://locations.traderjoes.com/ca/toluca-lake/54/,2021-07-10,California,62.46,50.93,17473.0,91602,Los Angeles,102.94,229.28
Trader Joe's Santa Cruz (193),700 Front St,Santa Cruz,CA,95060,831-425-0140,831-425-0140,https://locations.traderjoes.com/ca/santa-cruz/193/,2021-07-10,California,62.46,50.93,46377.0,95060,Santa Cruz,83.13,227.55
Trader Joe's Monterey (204),570 Munras Ave,Monterey,CA,93940,831-372-2010,831-372-2010,https://locations.traderjoes.com/ca/monterey/204/,2021-07-10,California,62.46,50.93,31615.0,93940,Monterey,110.59,271.69
Trader Joe's Agoura Hills (247),28941 Canwood St,Agoura Hills,CA,91301,818-865-8217,818-865-8217,https://locations.traderjoes.com/ca/agoura-hills/247/,2021-07-10,California,62.46,50.93,25488.0,91301,Los Angeles,78.49,221.73
Trader Joe's Silver Lake (17),2738 Hyperion Ave,Los Angeles,CA,90027,323-665-6774,323-665-6774,https://locations.traderjoes.com/ca/los-angeles/17/,2021-07-10,California,62.46,50.93,45151.0,90027,Los Angeles,98.33,231.84
Trader Joe's Cathedral City (118),67720 E Palm Canyon Dr,Cathedral City,CA,92234,760-202-0090,760-202-0090,https://locations.traderjoes.com/ca/cathedral-city/118/,2021-07-10,California,62.46,50.93,51151.0,92234,Riverside,100.59,258.55
Trader Joe's Emeryville (72),5700 Christie Ave,Emeryville,CA,94608,510-658-8091,510-658-8091,https://locations.traderjoes.com/ca/emeryville/72/,2021-07-10,California,62.46,50.93,28019.0,94608,Alameda,100.43,293.99
Trader Joe's Westwood (234),1000 Glendon Ave,Los Angeles,CA,90024,310-824-1495,310-824-1495,https://locations.traderjoes.com/ca/los-angeles/234/,2021-07-10,California,62.46,50.93,47452.0,90024,Los Angeles,143.13,301.28
Trader Joe's Chula Vista (120),878 Eastlake Pkwy,Chula Vista,CA,91914,619-656-5370,619-656-5370,https://locations.traderjoes.com/ca/chula-vista/120/,2021-07-10,California,62.46,50.93,15448.0,91914,San Diego,258.37,459.71
Trader Joe's Corona (213),2790 Cabot Dr,Corona,CA,92883,951-603-0299,951-603-0299,https://locations.traderjoes.com/ca/corona/213/,2021-07-10,California,62.46,50.93,29301.0,92883,Riverside,65.07,183.4
Trader Joe's Torrance - Rolling Hills Plaza (29),2545 Pacific Coast Hwy,Torrance,CA,90505,310-326-9520,310-326-9520,https://locations.traderjoes.com/ca/torrance/29/,2021-07-10,California,62.46,50.93,36678.0,90505,Los Angeles,107.51,231.07
Trader Joe's Riverside (15),6225 Riverside Plaza,Riverside,CA,92506,951-781-2378,951-781-2378,https://locations.traderjoes.com/ca/riverside/15/,2021-07-10,California,62.46,50.93,44001.0,92506,Riverside,99.86,323.52
Trader Joe's Del Mar (223 ),13480 Highlands Place,San Diego,CA,92130,858-755-7130,858-755-7130,https://locations.traderjoes.com/ca/san-diego/223/,2021-07-10,California,62.46,50.93,48940.0,92130,San Diego,134.18,364.24
Trader Joe's Irvine - University Ctr (111),4225 Campus Dr,Irvine,CA,92612,949-509-6138,949-509-6138,https://locations.traderjoes.com/ca/irvine/111/,2021-07-10,California,62.46,50.93,27522.0,92612,Orange,134.79,354.96
Trader Joe's Palo Alto (207),855 El Camino Real,Palo Alto,CA,94301,650-327-7018,650-327-7018,https://locations.traderjoes.com/ca/palo-alto/207/,2021-07-10,California,62.46,50.93,16995.0,94301,Santa Clara,156.17,474.47
Trader Joe's Livermore (208),1122 A East Stanley Blvd,Livermore,CA,94550,925-243-1947,925-243-1947,https://locations.traderjoes.com/ca/livermore/208/,2021-07-10,California,62.46,50.93,46896.0,94550,Alameda,105.5,266.25
Trader Joe's Brookline (501),1317 Beacon St,Brookline,MA,02446,617-278-9997,617-278-9997,https://locations.traderjoes.com/ma/brookline/501/,2021-07-10,Massachusetts,71.1,62.51,29311.0,02446,Norfolk,113.27,268.97
Trader Joe's Hanover (513),1775 Washington St,Hanover,MA,02339,781-826-5389,781-826-5389,https://locations.traderjoes.com/ma/hanover/513/,2021-07-10,Massachusetts,71.1,62.51,13879.0,02339,Plymouth,96.49,302.09
Trader Joe's Arlington (505),1427 Massachusetts Ave,Arlington,MA,02476,781-646-9138,781-646-9138,https://locations.traderjoes.com/ma/arlington/505/,2021-07-10,Massachusetts,71.1,62.51,16532.0,02476,Middlesex,121.67,368.28
Trader Joe's Needham Heights (504),958 Highland Ave,Needham,MA,02494,781-449-6993,781-449-6993,https://locations.traderjoes.com/ma/needham/504/,2021-07-10,Massachusetts,71.1,62.51,8955.0,02494,Norfolk,169.11,401.86
Trader Joe's Hyannis (514),655 Iyannough Road Rt 132,Hyannis,MA,02601,508-790-3008,508-790-3008,https://locations.traderjoes.com/ma/hyannis/514/,2021-07-10,Massachusetts,71.1,62.51,14089.0,02601,Barnstable,99.95,273.05
Trader Joe's West Newton (509),1121 Washington St,West Newton,MA,02465,617-244-1620,617-244-1620,https://locations.traderjoes.com/ma/west-newton/509/,2021-07-10,Massachusetts,71.1,62.51,11710.0,02465,Middlesex,131.68,353.13
Trader Joe's Cambridge (502),748 Memorial Dr,Cambridge,MA,02139,617-491-8582,617-491-8582,https://locations.traderjoes.com/ma/cambridge/502/,2021-07-10,Massachusetts,71.1,62.51,36349.0,02139,Middlesex,87.75,230.36
Trader Joe's Peabody (516),300 Andover St,Peabody,MA,01960,978-977-5316,978-977-5316,https://locations.traderjoes.com/ma/peabody/516/,2021-07-10,Massachusetts,71.1,62.51,50944.0,01960,Essex,82.15,239.51
Trader Joe's Acton (511),145 Great Rd,Acton,MA,01720,978-266-8908,978-266-8908,https://locations.traderjoes.com/ma/acton/511/,2021-07-10,Massachusetts,71.1,62.51,21361.0,01720,Middlesex,131.2,348.2
Trader Joe's Saugus (506),358 Broadway,Saugus,MA,01906,781-231-0848,781-231-0848,https://locations.traderjoes.com/ma/saugus/506/,2021-07-10,Massachusetts,71.1,62.51,26660.0,01906,Essex,116.49,305.83
Trader Joe's Framingham (503),659 Worcester Rd,Framingham,MA,01701,508-935-2931,508-935-2931,https://locations.traderjoes.com/ma/framingham/503/,2021-07-10,Massachusetts,71.1,62.51,31217.0,01701,Middlesex,95.15,222.19
Trader Joe's Fort Point Seaport (566),44 Thomson Place,Boston,MA,02210,617-941-3714,617-941-3714,https://locations.traderjoes.com/ma/boston/566/,2021-07-10,Massachusetts,71.1,62.51,2090.0,02210,Suffolk,93.98,258.77
Trader Joe's Boston - Back Bay (510),899 Boylston St,Boston,MA,02115,617-262-6505,617-262-6505,https://locations.traderjoes.com/ma/boston/510/,2021-07-10,Massachusetts,71.1,62.51,28441.0,02115,Suffolk,74.22,220.32
Trader Joe's Burlington (515),51 Middlesex Turnpike,Burlington,MA,01803,781-273-2310,781-273-2310,https://locations.traderjoes.com/ma/burlington/515/,2021-07-10,Massachusetts,71.1,62.51,24487.0,01803,Middlesex,158.9,474.29
Trader Joe's Cambridge Fresh Pond (517),211 Alewife Brook Pkwy,Cambridge,MA,02138,617-498-3201,617-498-3201,https://locations.traderjoes.com/ma/cambridge/517/,2021-07-10,Massachusetts,71.1,62.51,36314.0,02138,Middlesex,121.55,279.25
Trader Joe's Hadley (512),375 Russell St,Hadley,MA,01035,413-587-3260,413-587-3260,https://locations.traderjoes.com/ma/hadley/512/,2021-07-10,Massachusetts,71.1,62.51,5250.0,01035,Hampshire,55.31,109.7
Trader Joe's Foxborough - Patriot Place (528),350 Patriot Place,Foxborough,MA,02035,508-543-1978,508-543-1978,https://locations.traderjoes.com/ma/foxborough/528/,2021-07-10,Massachusetts,71.1,62.51,16865.0,02035,Norfolk,81.18,223.63
Trader Joe's Shrewsbury (508),77 Boston Turnpike,Shrewsbury,MA,01545,508-755-9560,508-755-9560,https://locations.traderjoes.com/ma/shrewsbury/508/,2021-07-10,Massachusetts,71.1,62.51,35299.0,01545,Worcester,57.23,156.46
Trader Joe's Allston (561),199 North Harvard Street,Allston,MA,02134,617-787-1238,617-787-1238,https://locations.traderjoes.com/ma/allston/561/,2021-07-10,Massachusetts,71.1,62.51,21503.0,02134,Suffolk,101.06,262.37
Trader Joe's Hingham (530),5 Essington Drive,Hingham,MA,02043,781-740-2038,781-740-2038,https://locations.traderjoes.com/ma/hingham/530/,2021-07-10,Massachusetts,71.1,62.51,22157.0,02043,Plymouth,162.88,371.46
Trader Joe's Somerville (560),145 Middlesex Ave,Somerville,MA,02145,617-591-0124,617-591-0124,https://locations.traderjoes.com/ma/somerville/560/,2021-07-10,Massachusetts,71.1,62.51,25439.0,02145,Middlesex,103.67,233.32
Trader Joe's Park Ridge (698),190 N NW Highway,Park Ridge,IL,60068,847-292-1108,847-292-1108,https://locations.traderjoes.com/il/park-ridge/698/,2021-07-10,Illinois,60.23,47.03,37475.0,60068,Cook,147.68,295.55
Trader Joe's Chicago (688),3745 N Lincoln Ave,Chicago,IL,60613,773-248-4920,773-248-4920,https://locations.traderjoes.com/il/chicago/688/,2021-07-10,Illinois,60.23,47.03,48281.0,60613,Cook,118.29,298.28
Trader Joe's Orland Park (686),14924 S La Grange Rd,Orland Park,IL,60462,708-349-9021,708-349-9021,https://locations.traderjoes.com/il/orland-park/686/,2021-07-10,Illinois,60.23,47.03,38723.0,60462,Cook,139.82,311.48
Trader Joe's Chicago - Diversey Pkwy (703),667 W Diversey Pkwy,Chicago,IL,60614,773-935-7255,773-935-7255,https://locations.traderjoes.com/il/chicago/703/,2021-07-10,Illinois,60.23,47.03,66617.0,60614,Cook,130.06,283.35
Trader Joe's Chicago - Lincoln Park (691),1840 N Clybourn Ave,Chicago,IL,60614,312-274-9733,312-274-9733,https://locations.traderjoes.com/il/chicago/691/,2021-07-10,Illinois,60.23,47.03,66617.0,60614,Cook,130.06,283.35
Trader Joe's Glen Ellyn (680),680 Roosevelt Rd,Glen Ellyn,IL,60137,630-858-5077,630-858-5077,https://locations.traderjoes.com/il/glen-ellyn/680/,2021-07-10,Illinois,60.23,47.03,37805.0,60137,DuPage,131.77,284.74
Trader Joe's Glenview (681),1407 Waukegan Rd,Glenview,IL,60025,847-657-7821,847-657-7821,https://locations.traderjoes.com/il/glenview/681/,2021-07-10,Illinois,60.23,47.03,39105.0,60025,Cook,158.71,302.24
Trader Joe's Arlington Heights (687),17 W Rand Rd,Arlington Heights,IL,60004,847-506-0752,847-506-0752,https://locations.traderjoes.com/il/arlington-heights/687/,2021-07-10,Illinois,60.23,47.03,50582.0,60004,Cook,102.58,283.95
Trader Joe's Lake Zurich (684),735 W Route 22,Lake Zurich,IL,60047,847-550-7827,847-550-7827,https://locations.traderjoes.com/il/lake-zurich/684/,2021-07-10,Illinois,60.23,47.03,41669.0,60047,Lake,135.69,295.53
Trader Joe's Chicago - South Loop (701),1147 S Wabash Ave,Chicago,IL,60605,312-588-0489,312-588-0489,https://locations.traderjoes.com/il/chicago/701/,2021-07-10,Illinois,60.23,47.03,24668.0,60605,Cook,112.97,274.45
Trader Joe's Schaumburg (705),1426 E Golf Rd,Schaumburg,IL,60173,847-619-0095,847-619-0095,https://locations.traderjoes.com/il/schaumburg/705/,2021-07-10,Illinois,60.23,47.03,12217.0,60173,Cook,53.26,122.4
Trader Joe's Oak Park (697),483 N Harlem Ave,Oak Park,IL,60301,708-386-1169,708-386-1169,https://locations.traderjoes.com/il/oak-park/697/,2021-07-10,Illinois,60.23,47.03,2539.0,60301,Cook,14.13,28.33
Trader Joe's Batavia (689),1942 W Fabyan Pkwy,Batavia,IL,60510,630-879-3234,630-879-3234,https://locations.traderjoes.com/il/batavia/689/,2021-07-10,Illinois,60.23,47.03,28897.0,60510,Kane,140.15,292.02
Trader Joe's Chicago - River North (696),44 E Ontario St,Chicago,IL,60611,312-951-6369,312-951-6369,https://locations.traderjoes.com/il/chicago/696/,2021-07-10,Illinois,60.23,47.03,28718.0,60611,Cook,169.24,301.16
Trader Joe's Naperville (690),44 W Gartner Rd,Naperville,IL,60540,630-355-4389,630-355-4389,https://locations.traderjoes.com/il/naperville/690/,2021-07-10,Illinois,60.23,47.03,42910.0,60540,DuPage,90.51,228.94
Trader Joe's Hyde Park (706),1528 E 55th Street,Chicago,IL,60615,773-363-8831,773-363-8831,https://locations.traderjoes.com/il/chicago/706/,2021-07-10,Illinois,60.23,47.03,40603.0,60615,Cook,157.36,450.97
Trader Joe's Libertyville (704),1600 S Milwaukee Ave,Libertyville,IL,60048,847-680-1739,847-680-1739,https://locations.traderjoes.com/il/libertyville/704/,2021-07-10,Illinois,60.23,47.03,29095.0,60048,Lake,180.83,610.97
Trader Joe's Northbrook (682),127 Skokie Blvd,Northbrook,IL,60062,847-480-9280,847-480-9280,https://locations.traderjoes.com/il/northbrook/682/,2021-07-10,Illinois,60.23,47.03,39936.0,60062,Cook,138.74,291.57
Trader Joe's Downers Grove (683),122 Ogden Ave,Downers Grove,IL,60515,630-241-1662,630-241-1662,https://locations.traderjoes.com/il/downers-grove/683/,2021-07-10,Illinois,60.23,47.03,27503.0,60515,DuPage,97.3,322.67
Trader Joe's Algonquin (699),1800 S Randall Rd,Algonquin,IL,60102,847-854-4886,847-854-4886,https://locations.traderjoes.com/il/algonquin/699/,2021-07-10,Illinois,60.23,47.03,32193.0,60102,McHenry,132.16,270.17
Trader Joe's Evanston (702),1211 Chicago Avenue,Evanston,IL,60202,847-733-0690,847-733-0690,https://locations.traderjoes.com/il/evanston/702/,2021-07-10,Illinois,60.23,47.03,31361.0,60202,Cook,113.53,251.66
Trader Joe's La Grange (685),25 N La Grange Rd,La Grange,IL,60525,708-579-0838,708-579-0838,https://locations.traderjoes.com/il/la-grange/685/,2021-07-10,Illinois,60.23,47.03,31168.0,60525,Cook,97.92,287.27
Trader Joe's Scottsdale (94),6202 N Scottsdale Rd,Scottsdale,AZ,85253,480-948-9886,480-948-9886,https://locations.traderjoes.com/az/scottsdale/94/,2021-07-10,Arizona,51.22,43.91,17047.0,85253,Maricopa,156.16,336.65
Trader Joe's Queen Creek (286),21186 S. Ellsworth Loop Rd,Queen Creek,AZ,85142,480-877-7213,480-877-7213,https://locations.traderjoes.com/az/queen-creek/286/,2021-07-10,Arizona,51.22,43.91,48870.0,85142,Maricopa,122.73,299.66
Trader Joe's Gilbert (SanTan) (285),1779 E. Williams Field Rd.,Gilbert,AZ,85295,480-857-9878,480-857-9878,https://locations.traderjoes.com/az/gilbert/285/,2021-07-10,Arizona,51.22,43.91,38332.0,85295,Maricopa,126.0,314.79
Trader Joe's Prescott (283),252 N Lee Blvd,Prescott,AZ,86303,928-443-9075,928-443-9075,https://locations.traderjoes.com/az/prescott/283/,2021-07-10,Arizona,51.22,43.91,17082.0,86303,Yavapai,67.84,185.34
Trader Joe's Tucson - Crossroads (88),4766 E Grant Rd,Tucson,AZ,85712,520-323-4500,520-323-4500,https://locations.traderjoes.com/az/tucson/88/,2021-07-10,Arizona,51.22,43.91,32666.0,85712,Pima,79.61,264.52
Trader Joe's Tucson (95),1101 N Wilmot Rd,Tucson,AZ,85712,520-733-1313,520-733-1313,https://locations.traderjoes.com/az/tucson/95/,2021-07-10,Arizona,51.22,43.91,32666.0,85712,Pima,79.61,264.52
